,name,satisfaction_level,last_evaluation,number_projects,average_monthly_hours,time_spent_company,work_accident,left,promotion_last_5_years,department,salary,salary_level
8785,SCHLEICHER,0.55,0.8,3,192,3,1,0,0,marketing,low,1
8788,TADLOCK,0.67,0.83,3,220,3,0,0,0,sales,low,1
8791,CONFER,0.2,0.98,2,228,3,0,0,0,sales,low,1
8792,ARZOLA,0.71,0.87,4,238,3,0,0,0,sales,low,1
8793,LEBRUN,0.65,0.91,3,207,3,0,0,0,sales,low,1
8795,BELMONTE,0.48,0.89,3,224,3,0,0,0,sales,low,1
8796,ALLEYNE,0.96,0.9,4,201,3,0,0,0,sales,low,1
8798,LOZOYA,0.24,0.78,5,131,5,0,0,0,sales,low,1
8799,HUSBAND,0.92,0.95,6,239,4,0,0,0,sales,medium,2
8800,BRIGMAN,0.66,0.89,3,202,3,1,0,0,sales,medium,2
8806,VANHOOK,0.31,1.0,4,177,5,0,0,0,accounting,medium,2
8808,SOTOMAYOR,0.33,0.95,4,280,3,0,0,0,accounting,medium,2
8811,HEARNE,0.88,0.75,5,152,3,0,0,0,hr,high,3
8812,FINKE,0.52,0.92,5,280,6,1,0,0,hr,high,3
8815,LAURIE,0.93,0.84,3,159,3,0,0,0,technical,high,3
8819,HUTT,0.63,0.8,3,267,3,0,0,0,technical,low,1
8820,CHMIELEWSKI,0.23,0.88,4,175,6,0,0,0,technical,low,1
8822,KLIMEK,0.78,0.86,4,240,3,0,0,0,technical,low,1
8823,MCGLONE,0.75,0.73,5,181,3,1,0,0,technical,low,1
8824,LEBOEUF,0.61,0.82,3,271,3,0,0,0,support,low,1
8825,NICHOL,0.36,0.97,5,151,3,0,0,0,support,low,1
8829,KRAWCZYK,0.67,0.72,4,223,3,0,0,0,support,medium,2
8832,SMITHERMAN,0.25,0.8,5,186,4,1,0,0,support,medium,2
8834,GASCA,0.98,0.83,5,211,3,0,0,0,support,medium,2
8835,SALA,0.92,0.89,4,236,4,1,0,0,technical,medium,2
8839,AUER,0.86,0.71,5,235,4,0,0,0,IT,medium,2
8844,HOLUB,0.22,0.8,4,149,5,0,0,0,product_mng,medium,2
8847,LONEY,0.52,0.94,3,263,3,0,0,0,product_mng,medium,2
8848,GARRY,0.53,0.71,4,271,3,0,0,0,IT,medium,2
8851,CHEA,0.54,0.88,4,170,4,0,0,0,RandD,low,1
8853,SEAVER,0.79,0.76,4,216,4,0,0,0,RandD,medium,2
8855,FULKS,0.82,0.76,3,174,3,0,0,0,sales,medium,2
8857,MCCAMMON,0.17,0.88,2,206,4,0,0,0,support,medium,2
8862,CHIASSON,0.25,0.96,6,217,4,0,0,0,marketing,low,1
8870,AGUINAGA,0.86,0.71,4,250,3,1,0,0,sales,low,1
8872,DEMAIO,0.58,0.77,4,190,6,0,0,0,sales,high,3
8874,NEY,0.59,0.99,5,254,3,1,0,0,sales,low,1
8875,LENNOX,0.92,0.88,3,145,4,1,0,0,sales,high,3
8876,KAYSER,0.82,0.8,4,246,3,0,0,0,sales,low,1
8878,TRAUTMAN,0.66,0.77,5,236,3,0,0,0,sales,high,3
8883,STOLLER,0.93,0.99,4,209,3,1,0,0,accounting,high,3
8889,ALMODOVAR,0.2,0.75,3,235,4,0,0,0,technical,high,3
8891,GEIS,0.94,0.76,4,261,6,0,0,0,technical,medium,2
8895,MEISNER,0.93,0.92,5,185,5,0,0,0,technical,low,1
8896,EVERITT,0.5,0.76,4,229,3,1,0,0,technical,low,1
8897,CROPPER,0.54,0.71,3,153,3,0,0,0,technical,low,1
8901,BRADDY,0.74,0.98,3,196,6,1,0,0,support,low,1
8907,BUZZARD,0.23,0.79,5,196,5,1,0,0,support,low,1
8908,BROADBENT,0.4,0.73,4,146,3,0,0,0,support,low,1
8909,BONO,0.68,0.85,3,250,3,0,0,0,support,low,1
8918,GLIDEWELL,0.78,0.96,3,248,3,0,0,0,IT,medium,2
8922,SCHUYLER,0.76,0.77,3,254,3,0,0,0,product_mng,medium,2
8924,BECKFORD,0.92,0.99,4,245,4,0,0,0,IT,medium,2
8925,PASCUA,0.67,0.77,3,157,3,0,0,0,RandD,medium,2
8930,ALSUP,0.56,0.86,4,181,3,0,0,0,marketing,medium,2
8932,HUBBLE,0.74,0.88,5,183,3,1,0,0,accounting,medium,2
8933,QUIJADA,0.88,0.84,4,171,4,1,0,0,support,medium,2
8935,LEMIRE,0.87,0.78,4,142,3,0,0,0,management,medium,2
8938,LAMONTAGNE,0.49,0.87,4,171,3,1,0,0,marketing,medium,2
8940,ATTAWAY,0.58,0.98,3,175,3,0,0,0,sales,low,1
8942,HORNBECK,0.92,0.75,4,212,3,0,0,0,sales,low,1
8945,NICE,0.95,0.96,4,244,3,0,0,0,sales,low,1
8947,CANADAY,0.42,0.73,3,115,6,0,0,0,sales,high,3
8952,EDINGER,0.49,0.93,3,226,3,0,0,0,sales,low,1
8953,KAM,0.71,0.91,3,261,3,0,0,0,sales,low,1
8955,SPAETH,0.88,0.93,4,177,3,0,0,0,sales,medium,2
8957,CHESNUT,0.43,0.82,2,221,5,0,0,0,sales,medium,2
8958,SALGUERO,0.8,0.9,5,265,3,0,0,0,accounting,medium,2
8961,JUMPER,0.97,0.77,3,245,3,0,0,0,hr,medium,2
8964,NAVAS,0.53,0.94,4,128,6,0,0,0,hr,medium,2
8967,LANDAVERDE,0.76,0.76,4,214,3,0,0,0,technical,high,3
8968,HARBER,0.69,0.89,3,216,4,0,0,0,technical,low,1
8970,AYER,0.98,0.77,4,144,4,0,0,0,technical,medium,2
8972,SEAGRAVES,0.57,0.97,4,224,4,0,0,0,technical,medium,2
8973,NAUGLE,0.84,0.79,4,157,4,0,0,0,technical,low,1
8975,SMITHERS,0.88,0.72,5,181,4,0,0,0,technical,low,1
8976,WEEDEN,0.69,0.99,3,133,3,0,0,0,support,low,1
8989,ALATORRE,0.83,0.72,2,226,3,0,0,0,technical,low,1
8990,HATTER,0.75,0.92,3,199,3,1,0,0,management,low,1
8991,BERGE,0.75,0.82,5,202,3,1,0,0,IT,low,1
8993,LAVERGNE,0.96,0.94,3,167,3,0,0,0,IT,low,1
8994,GLAZIER,0.58,0.79,4,130,3,0,0,0,IT,medium,2
8995,BORRERO,0.74,0.89,3,229,3,0,0,0,IT,medium,2
8996,SINES,0.78,0.74,4,261,3,1,0,0,product_mng,medium,2
8999,MELTZER,0.85,0.91,3,244,3,0,0,0,product_mng,medium,2
9000,INGHAM,0.82,0.89,4,275,3,0,0,0,IT,medium,2
9001,PERNA,0.19,0.81,5,245,5,0,0,0,RandD,medium,2
9002,CANAS,0.9,0.9,3,147,3,1,0,0,RandD,medium,2
9003,STRUCK,0.59,1.0,4,275,3,0,0,0,RandD,medium,2
9009,BOULDIN,0.86,0.85,2,195,4,0,0,0,support,medium,2
9011,BRUNETTE,0.17,0.76,4,199,5,0,0,0,management,medium,2
9013,FERRIER,0.35,0.78,5,275,4,0,0,0,marketing,low,1
9014,BRICKEY,0.92,0.77,5,217,4,0,0,0,marketing,low,1
9016,STORER,0.83,0.9,4,195,3,0,0,0,sales,low,1
9017,SCHEEL,0.89,0.86,3,261,4,0,0,0,sales,low,1
9019,MECHAM,0.24,0.85,4,160,5,0,0,0,sales,low,1
9020,MATHERNE,0.69,0.8,3,177,4,0,0,0,sales,low,1
9022,HIBBERT,0.78,0.93,4,161,3,0,0,0,sales,low,1
9031,TWEEDY,0.55,0.73,4,201,3,0,0,0,sales,low,1
9034,JIM,0.59,0.8,5,247,3,0,0,0,accounting,medium,2
9037,FERMIN,0.31,0.72,2,191,3,0,0,0,hr,medium,2
9045,HEATER,0.94,0.92,3,273,3,0,0,0,technical,high,3
9046,GUST,0.94,0.81,4,237,3,1,0,0,technical,low,1
9050,THREATT,0.61,0.9,4,216,3,0,0,0,technical,medium,2
9056,LINDELL,0.74,0.85,2,189,3,0,0,0,support,low,1
9058,SHEAR,0.78,0.84,4,173,3,0,0,0,support,low,1
9059,PHARES,0.18,0.95,6,248,3,0,0,0,support,low,1
9060,CAVALIER,0.8,0.84,3,186,6,0,0,0,support,low,1
9064,VEREEN,0.53,0.82,3,254,3,1,0,0,technical,low,1
9067,BEILER,0.49,0.78,5,137,3,1,0,0,IT,low,1
9068,WIECZOREK,0.78,0.72,3,223,4,0,0,0,IT,low,1
9069,QUADE,0.39,0.75,5,286,5,0,0,0,IT,low,1
9070,HEDLUND,0.9,0.83,3,151,3,0,0,0,IT,low,1
9072,SCALF,0.63,0.81,4,216,4,0,0,0,product_mng,medium,2
9073,HOEKSTRA,0.63,0.74,4,173,3,0,0,0,product_mng,medium,2
9074,DUCOTE,0.89,0.81,3,186,3,0,0,0,product_mng,medium,2
9084,STECK,0.74,0.96,4,197,3,0,0,0,accounting,high,3
9086,RAKES,0.68,0.72,4,274,3,0,0,0,technical,medium,2
9089,HAVILAND,0.85,0.78,3,165,4,0,0,0,marketing,medium,2
9091,NAUMANN,0.14,0.73,5,273,4,1,0,0,sales,low,1
9093,FRANCK,0.9,0.97,3,141,3,0,0,0,sales,low,1
9094,DONAHOE,0.51,0.96,5,268,4,0,0,0,sales,low,1
9096,TOLLE,0.83,0.88,3,223,3,1,0,0,sales,low,1
9099,HEYER,0.69,0.75,3,204,3,0,0,0,sales,low,1
9103,FRAKES,0.55,0.75,3,191,3,0,0,0,sales,low,1
9111,BRADBERRY,0.7,0.74,3,224,3,0,0,0,accounting,medium,2
9112,MENTZER,0.86,0.92,4,229,4,0,0,0,accounting,medium,2
9114,SABATINO,0.83,0.78,4,242,3,1,0,0,hr,medium,2
9122,HIGBEE,0.8,0.85,4,239,3,0,0,0,technical,medium,2
9125,ADAMES,0.81,0.97,3,133,3,0,0,0,technical,medium,2
9126,CAVALLO,0.64,0.91,4,150,3,0,0,0,technical,low,1
9131,EVERETTE,0.18,0.73,5,228,5,0,0,0,support,low,1
9135,SHARON,0.67,0.84,4,224,3,0,0,0,support,low,1
9138,CUMMING,0.96,0.74,5,160,5,1,0,0,support,low,1
9141,PARRETT,0.7,0.75,3,221,3,0,0,0,technical,low,1
9144,LINGENFELTER,0.16,0.89,4,196,3,1,0,0,IT,low,1
9145,BENEDETTO,0.72,0.97,3,239,3,0,0,0,IT,low,1
9151,MIKESELL,0.86,0.9,5,180,4,0,0,0,product_mng,medium,2
9152,CALDERONE,0.66,0.84,4,186,3,0,0,0,IT,medium,2
9154,WAMSLEY,0.68,0.83,5,267,3,0,0,0,RandD,medium,2
9156,PLACENCIA,0.52,0.78,3,181,3,0,0,0,RandD,medium,2
9160,FELTNER,0.23,0.94,4,149,6,0,0,0,accounting,low,1
9168,TEDFORD,0.57,0.96,5,203,4,0,0,0,sales,low,1
9169,RAMSDELL,0.14,0.99,3,257,4,1,0,0,sales,low,1
9173,REMY,0.82,0.75,3,161,3,0,0,0,sales,low,1
9174,MENDOSA,0.62,0.75,4,183,4,1,0,0,sales,low,1
9175,KISNER,0.64,0.99,5,262,5,0,0,0,sales,low,1
9178,ALTIERI,0.49,0.73,4,185,3,0,0,0,sales,low,1
9182,CRIPE,0.76,0.99,5,252,3,1,0,0,sales,low,1
9183,ANSARI,0.77,0.84,4,196,3,0,0,0,sales,low,1
9185,WATHEN,0.72,0.83,4,181,3,0,0,0,sales,low,1
9191,OBOYLE,0.32,0.95,2,184,5,0,0,0,hr,medium,2
9195,STANG,0.69,0.89,2,220,3,0,0,0,technical,low,1
9198,SCALA,0.91,0.9,3,169,3,0,0,0,technical,low,1
9200,ZACARIAS,0.96,0.72,3,197,3,0,0,0,technical,low,1
9201,MONTALBANO,1.0,0.89,4,152,3,0,0,0,technical,low,1
9203,HALVORSEN,0.24,0.74,6,106,5,0,0,0,technical,low,1
9207,BINION,0.77,0.71,5,141,3,0,0,0,support,low,1
9208,SANKEY,0.8,0.97,4,220,3,0,0,0,support,low,1
9210,DEWALD,0.91,0.88,5,223,3,0,0,0,support,low,1
9214,SWETT,0.94,0.78,4,211,3,0,0,0,support,medium,2
9218,GAMINO,0.73,0.92,3,199,3,1,0,0,management,medium,2
9221,ABSHER,0.92,0.82,4,96,4,0,0,0,IT,medium,2
9225,WESOLOWSKI,0.57,0.98,3,171,3,0,0,0,product_mng,medium,2
9227,DUNAGAN,0.17,0.81,5,280,4,0,0,0,product_mng,medium,2
9230,HETHERINGTON,0.87,0.76,5,182,3,0,0,0,RandD,medium,2
9231,PENDERGAST,0.71,0.8,4,157,3,0,0,0,RandD,medium,2
9233,JOUBERT,0.63,0.94,3,237,3,1,0,0,RandD,medium,2
9239,PECORARO,0.37,0.82,3,199,5,0,0,0,management,medium,2
9240,MAHAR,0.19,1.0,4,188,4,1,0,0,marketing,medium,2
9245,SOLTIS,0.52,0.82,4,198,4,0,0,0,sales,low,1
9247,DELEO,0.97,0.96,3,212,3,0,0,0,sales,low,1
9248,HINER,0.52,0.93,2,271,3,0,0,0,sales,low,1
9251,SAFFORD,0.28,0.92,3,151,3,0,0,0,sales,low,1
9256,PAYNTER,0.83,0.84,2,149,3,0,0,0,sales,low,1
9257,FESSLER,0.95,0.94,2,269,4,1,0,0,sales,low,1
9271,WIDMER,0.77,0.87,4,209,3,0,0,0,technical,medium,2
9277,CERNY,0.64,0.81,3,225,3,1,0,0,technical,low,1
9278,TOMA,0.16,0.73,6,170,3,0,0,0,technical,low,1
9282,SEALEY,0.12,0.9,3,200,3,0,0,0,support,low,1
9285,BATEY,0.25,0.75,5,194,5,1,0,0,support,low,1
9292,SHAMBLIN,0.18,0.96,5,208,6,0,0,0,technical,medium,2
9296,DINARDO,0.72,0.79,4,154,3,0,0,0,IT,medium,2
9300,BULLIS,0.91,0.79,4,166,3,0,0,0,product_mng,medium,2
9302,MULVIHILL,0.76,0.8,3,202,3,0,0,0,product_mng,medium,2
9306,SUTTLE,0.67,0.93,5,254,3,1,0,0,RandD,medium,2
9309,MOWER,0.5,0.74,3,155,3,0,0,0,RandD,medium,2
9311,BICKHAM,0.77,0.73,4,159,3,1,0,0,sales,medium,2
9312,DURANTE,0.59,0.75,4,266,3,0,0,0,accounting,medium,2
9313,VIVEROS,1.0,0.96,4,155,3,0,0,0,support,medium,2
9314,SWINFORD,0.74,0.95,5,170,4,0,0,0,technical,medium,2
9319,GRABLE,0.89,0.96,5,260,3,0,0,0,sales,low,1
9322,HEITMAN,0.7,0.74,3,212,3,0,0,0,sales,low,1
9323,CLUFF,1.0,0.89,3,189,3,0,0,0,sales,low,1
9327,FORTUNA,0.95,0.77,4,213,3,1,0,0,sales,low,1
9333,QUINTON,1.0,0.85,4,156,3,0,0,0,sales,low,1
9338,HONE,0.71,0.89,3,222,3,0,0,0,accounting,low,1
9339,SERIO,0.96,0.76,4,152,3,1,0,0,accounting,low,1
9341,NEWBOLD,0.57,0.99,3,231,3,0,0,0,hr,low,1
9344,SONGER,0.86,0.73,3,159,3,0,0,0,hr,medium,2
9349,BARBERA,0.66,0.72,4,137,3,0,0,0,technical,low,1
9350,ABBAS,0.19,0.79,5,171,3,1,0,0,technical,low,1
9352,MCCLURG,0.32,0.74,6,205,3,0,0,0,technical,low,1
9354,DONELSON,0.75,0.89,4,139,3,0,0,0,technical,low,1
9357,SHOAF,0.83,0.8,4,150,3,0,0,0,support,low,1
9361,PASLEY,0.66,0.84,3,170,4,0,0,0,support,low,1
9363,STRODE,0.77,0.98,2,226,3,0,0,0,support,low,1
9364,TRANTHAM,0.82,0.81,3,149,3,0,0,0,support,low,1
9367,BROCKINGTON,0.24,0.87,4,262,3,0,0,0,technical,low,1
9368,ACKERSON,0.32,0.74,3,211,3,0,0,0,technical,low,1
9370,RIDINGS,0.77,0.83,5,197,4,0,0,0,management,high,3
9371,LIPP,0.93,0.87,3,154,3,1,0,0,IT,low,1
9372,DINGER,0.22,0.74,5,178,5,0,0,0,IT,low,1
9373,RANK,0.24,0.89,5,169,4,0,0,0,IT,low,1
9374,HAGANS,0.99,0.99,3,228,4,0,0,0,IT,low,1
9376,LAMPLEY,0.6,0.91,4,185,3,1,0,0,product_mng,low,1
9379,RAYGOZA,0.18,0.85,5,192,3,0,0,0,product_mng,high,3
9380,BJORK,0.51,0.73,5,241,3,0,0,0,IT,low,1
9381,SCHIAVONE,0.55,0.92,3,151,3,0,0,0,RandD,medium,2
9382,LONGMIRE,0.73,0.74,3,221,3,0,0,0,RandD,high,3
9392,SICKLES,0.5,0.97,2,252,4,0,0,0,management,medium,2
9393,NEMEC,0.96,0.94,3,182,3,0,0,0,marketing,high,3
9401,GUMM,0.83,0.89,4,137,3,0,0,0,sales,medium,2
9407,SWORD,0.94,0.84,5,240,3,0,0,0,sales,low,1
9408,JURGENS,0.58,0.88,4,255,3,0,0,0,sales,high,3
9409,GORRELL,0.63,0.98,4,265,3,0,0,0,sales,low,1
9415,GUAY,0.25,0.76,6,182,3,0,0,0,accounting,low,1
9417,GUTIERRES,0.14,0.89,3,212,6,0,0,0,accounting,low,1
9419,MARABLE,0.8,0.81,5,200,3,0,0,0,hr,low,1
9421,SPITLER,0.69,0.75,4,249,4,0,0,0,hr,medium,2
9425,MILFORD,0.57,0.99,3,100,4,1,0,0,technical,low,1
9428,CRIPPEN,0.85,0.83,4,219,3,0,0,0,technical,low,1
9433,WETHINGTON,0.49,0.77,3,147,3,0,0,0,support,low,1
9437,GAUDETTE,0.7,0.74,3,253,4,1,0,0,support,low,1
9442,NAVARRETTE,0.99,0.92,4,212,3,0,0,0,support,low,1
9443,HUSSEIN,0.57,0.83,5,189,3,0,0,0,support,low,1
9447,COOKSON,0.69,0.83,5,225,3,0,0,0,management,low,1
9448,BROUGH,0.97,0.91,2,112,5,0,0,0,IT,low,1
9450,RUTZ,0.67,0.71,4,178,6,0,0,0,IT,low,1
9452,MENDONCA,0.49,0.95,2,181,4,1,0,0,IT,low,1
9454,READER,0.99,0.78,2,177,4,0,0,0,product_mng,low,1
9455,RAVEN,0.49,0.88,4,270,3,0,0,0,product_mng,low,1
9458,PEACHEY,0.51,0.89,3,230,4,0,0,0,marketing,low,1
9459,GUNNING,0.65,0.9,3,163,3,1,0,0,marketing,medium,2
9461,VALE,0.98,0.91,3,264,4,1,0,0,marketing,medium,2
9464,DAMORE,0.52,0.99,4,253,3,0,0,0,marketing,medium,2
9465,AKER,0.96,0.78,3,135,3,0,0,0,sales,medium,2
9469,PASILLAS,0.16,0.87,5,163,3,0,0,0,management,medium,2
9472,CORPUS,0.86,0.86,3,173,3,0,0,0,marketing,low,1
9474,WETMORE,0.73,0.99,3,160,3,0,0,0,sales,medium,2
9476,LINE,0.8,0.84,3,251,3,0,0,0,sales,medium,2
9478,PIPES,0.37,0.72,2,163,3,0,0,0,sales,low,1
9479,BATRES,0.97,0.86,3,257,4,0,0,0,sales,low,1
9483,PICK,0.36,0.78,6,151,3,0,0,0,sales,low,1
9485,EDMUNDSON,0.42,0.86,3,160,4,1,0,0,sales,low,1
9487,SASAKI,0.62,0.78,5,250,6,0,0,0,sales,low,1
9488,KROUSE,0.78,0.96,2,174,3,0,0,0,sales,low,1
9495,LINEBERRY,0.6,0.98,4,205,4,0,0,0,hr,medium,2
9496,CASTELLO,0.25,0.94,6,199,4,0,0,0,hr,medium,2
9499,PARMENTER,0.5,0.95,3,166,4,1,0,0,technical,low,1
9500,PARE,0.91,0.94,4,264,4,0,0,0,technical,low,1
9502,MANOR,0.73,0.76,2,166,3,0,0,0,technical,low,1
9504,CALABRO,0.65,0.82,4,257,3,0,0,0,technical,low,1
9505,GRILL,0.25,0.87,3,265,4,0,0,0,technical,low,1
9508,CHAMBLEE,0.57,0.76,2,176,3,0,0,0,technical,low,1
9509,CELESTINE,0.77,0.91,5,274,3,0,0,0,technical,low,1
9510,BOAZ,0.94,0.77,3,201,3,0,0,0,support,low,1
9514,MEEKINS,0.9,0.87,3,220,3,0,0,0,support,low,1
9516,DEVERS,0.58,0.97,5,265,3,0,0,0,support,low,1
9517,KEGLEY,0.95,0.87,3,201,3,0,0,0,support,low,1
9518,BRICK,0.52,0.71,3,151,3,0,0,0,support,low,1
9520,KERSTEN,0.54,0.92,4,175,3,0,0,0,support,low,1
9521,BIGGERSTAFF,0.8,0.85,5,253,3,1,0,0,technical,low,1
9523,NASSER,0.83,0.8,5,223,3,0,0,0,technical,low,1
9526,KEMPTON,0.45,0.87,2,268,4,1,0,0,IT,low,1
9527,EADDY,0.72,0.72,4,218,4,0,0,0,IT,low,1
9528,PIZZO,0.27,0.85,2,277,6,1,0,0,IT,low,1
9532,OHALLORAN,0.85,0.86,3,179,3,0,0,0,product_mng,low,1
9536,MAUL,0.28,0.94,6,167,3,1,0,0,RandD,low,1
9537,MALOTT,0.93,0.98,4,189,3,0,0,0,RandD,medium,2
9539,HOUSEMAN,0.97,0.76,3,193,3,0,0,0,RandD,medium,2
9542,TRESSLER,0.87,0.84,4,237,3,1,0,0,sales,medium,2
9544,PAULY,0.57,0.82,3,149,5,1,0,0,support,medium,2
9546,JEANLOUIS,0.95,0.95,4,137,4,0,0,0,management,medium,2
9547,FIRTH,0.72,0.73,5,167,3,0,0,0,marketing,medium,2
9551,MONG,0.86,0.91,4,234,3,1,0,0,sales,medium,2
9556,LACASSE,0.97,0.88,4,237,4,0,0,0,sales,low,1
9559,HOCKER,0.15,0.95,4,173,5,1,0,0,sales,low,1
9563,PERRAULT,0.19,0.73,4,231,3,0,0,0,sales,low,1
9567,FRAWLEY,0.96,0.92,3,182,4,0,0,0,sales,low,1
9569,WEYER,0.75,0.71,3,237,3,1,0,0,accounting,low,1
9572,MYATT,0.59,0.79,2,195,3,0,0,0,hr,low,1
9573,ULLMAN,0.93,0.78,5,191,4,0,0,0,hr,medium,2
9577,TWOMEY,0.66,0.87,4,139,3,0,0,0,technical,medium,2
9578,TANKSLEY,0.55,0.95,4,249,4,0,0,0,technical,medium,2
9583,POPPE,0.85,0.99,6,153,6,0,0,0,technical,medium,2
9587,POUND,0.55,0.9,4,177,3,0,0,0,support,medium,2
9588,PEIRCE,0.82,0.74,3,256,3,1,0,0,support,medium,2
9590,MILLSAPS,0.69,0.71,3,241,3,0,0,0,support,medium,2
9593,TELFORD,0.65,0.77,2,248,3,0,0,0,support,low,1
9598,RAINER,0.79,0.72,5,245,3,1,0,0,technical,low,1
9599,MAUGHAN,0.5,0.8,3,234,3,0,0,0,technical,low,1
9603,LAVINE,0.77,0.86,3,101,5,0,0,0,IT,low,1
9605,BLOM,0.55,0.87,3,241,4,0,0,0,IT,low,1
9609,LALIBERTE,0.99,0.81,4,246,3,1,0,0,product_mng,low,1
9611,CREEKMORE,1.0,0.84,3,227,3,0,0,0,IT,low,1
9612,BOLYARD,0.97,0.74,3,134,3,1,0,0,marketing,high,3
9625,HERING,0.91,1.0,4,211,3,0,0,0,marketing,low,1
9627,MARDIS,0.95,0.86,2,263,4,0,0,0,sales,medium,2
9633,DUNTON,0.23,0.84,5,131,5,0,0,0,sales,low,1
9635,LEWELLEN,0.58,0.75,4,244,4,0,0,0,sales,low,1
9637,CRUMPLER,0.76,0.71,4,156,3,0,0,0,sales,low,1
9638,JESKE,0.68,0.84,5,161,3,0,0,0,sales,low,1
9641,KALE,0.61,0.83,5,269,5,1,0,0,sales,low,1
9645,GREESON,0.55,0.89,6,99,3,0,0,0,sales,low,1
9646,ESTEBAN,0.56,0.89,4,263,3,0,0,0,accounting,low,1
9650,POLLAK,0.58,0.79,4,196,3,1,0,0,hr,low,1
9653,HOCKETT,0.82,0.82,5,193,4,0,0,0,technical,medium,2
9658,HOGGARD,0.61,0.96,4,161,3,1,0,0,technical,medium,2
9659,ELBERT,0.74,0.71,4,243,3,0,0,0,technical,medium,2
9661,STAMP,0.94,0.8,6,147,3,0,0,0,technical,medium,2
9666,DARLINGTON,0.86,0.96,5,246,3,0,0,0,support,medium,2
9667,DEMARIA,0.81,0.98,3,141,3,0,0,0,support,medium,2
9668,BLAHA,0.24,0.76,6,213,4,0,0,0,support,medium,2
9669,WINNINGHAM,0.92,0.97,4,199,3,0,0,0,support,low,1
9675,SEIDL,0.54,0.74,4,160,6,0,0,0,technical,low,1
9677,KIMBER,0.88,1.0,3,248,3,0,0,0,technical,medium,2
9678,HOBART,0.78,0.86,3,210,3,0,0,0,management,medium,2
9680,NILSSON,0.51,0.94,4,155,3,0,0,0,IT,medium,2
9682,ALMENDAREZ,0.22,1.0,6,244,3,0,0,0,IT,medium,2
9683,STENGEL,0.56,0.83,5,157,3,0,0,0,IT,medium,2
9686,LATHAN,0.55,0.9,4,206,3,0,0,0,product_mng,medium,2
9687,FASANO,0.74,0.99,4,156,3,0,0,0,product_mng,medium,2
9689,MENDIETA,0.69,0.91,6,247,6,0,0,0,RandD,medium,2
9691,DROWN,0.66,0.75,4,235,3,0,0,0,RandD,medium,2
9692,VIDRINE,0.79,0.93,5,169,3,0,0,0,RandD,medium,2
9697,FEATHERSTONE,0.88,0.96,5,173,4,0,0,0,accounting,medium,2
9698,EAKINS,0.8,0.84,3,195,3,0,0,0,support,medium,2
9699,LAJOIE,0.75,0.92,3,160,3,1,0,0,technical,medium,2
9702,PEART,0.54,0.72,6,222,5,0,0,0,marketing,high,3
9704,MORRISSETTE,0.87,0.79,3,244,3,0,0,0,sales,high,3
9711,REVELES,0.59,0.97,3,209,3,0,0,0,sales,high,3
9712,CAMPUZANO,0.87,0.71,6,224,6,0,0,0,sales,high,3
9715,SHAVERS,0.79,0.98,3,217,3,0,0,0,sales,low,1
9716,RUBINSTEIN,0.8,0.74,2,205,3,1,0,0,sales,low,1
9717,NORMAND,0.73,0.89,5,223,3,0,0,0,sales,low,1
9718,GO,0.96,0.9,3,175,3,1,0,0,sales,low,1
9720,DHILLON,0.53,0.97,4,254,3,0,0,0,sales,low,1
9722,TRAXLER,0.92,0.86,3,166,4,0,0,0,sales,low,1
9723,JAQUES,0.31,0.95,5,205,3,0,0,0,accounting,low,1
9725,CLUTTER,0.7,0.83,3,189,3,0,0,0,accounting,low,1
9726,CISCO,0.63,0.74,4,202,3,0,0,0,hr,low,1
9728,STARRETT,0.13,0.94,4,213,5,1,0,0,hr,low,1
9731,CERON,0.96,0.96,5,243,3,0,0,0,technical,medium,2
9732,THORSEN,0.92,0.88,4,111,4,0,0,0,technical,medium,2
9734,BLAKEMORE,0.51,0.88,5,230,4,0,0,0,technical,medium,2
9735,MOLINAR,0.22,0.85,6,172,6,1,0,0,technical,medium,2
9738,BAUR,0.85,0.92,3,188,4,0,0,0,technical,medium,2
9740,MCALPIN,0.73,0.82,4,205,4,0,0,0,technical,medium,2
9742,BENGTSON,0.63,0.87,4,145,3,1,0,0,support,high,3
9745,CORDOBA,0.15,0.95,4,251,5,0,0,0,support,high,3
9750,BREESE,0.75,0.98,4,198,3,0,0,0,support,low,1
9754,MCNEESE,0.96,0.82,5,185,3,0,0,0,technical,low,1
9759,BURMAN,0.91,0.77,4,167,3,1,0,0,IT,medium,2
9764,SANTINI,0.66,0.89,3,242,3,0,0,0,product_mng,medium,2
9766,KENWORTHY,0.88,0.9,4,152,4,0,0,0,RandD,medium,2
9768,MANES,0.76,0.81,3,175,3,0,0,0,RandD,medium,2
9770,GERRY,0.79,0.74,2,158,3,0,0,0,RandD,medium,2
9773,WEGENER,0.83,0.74,4,233,3,0,0,0,accounting,medium,2
9774,RISINGER,0.71,0.81,3,141,3,0,0,0,support,medium,2
9775,LIVERMORE,0.94,0.87,4,157,3,0,0,0,technical,medium,2
9782,STRYKER,0.51,0.79,3,137,3,0,0,0,sales,medium,2
9783,SCHNABEL,0.63,0.78,2,158,5,1,0,0,sales,medium,2
9784,HONEA,0.43,0.81,3,102,3,0,0,0,sales,medium,2
9800,WEITZ,0.91,0.78,4,169,4,0,0,0,accounting,low,1
9801,STURGES,0.58,0.97,2,216,3,0,0,0,accounting,high,3
9804,LENARD,0.71,0.95,4,249,3,0,0,0,hr,low,1
